Rk,Player,Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos,All Star and/or HOF (played prior to 1933 when AS Game was created)
1866,John Valentin,1995,28,BOS,AL,135,621,520,108,155,37,2,27,102,81,2,67,10,4,6,7,20,5,0.298,0.399,0.533,0.931,*6/H,0
1867,Kevin McReynolds,1986,26,SDP,NL,158,641,560,89,161,31,6,26,96,66,6,83,1,5,9,9,8,6,0.288,0.359,0.504,0.862,*8*7/H9,0
1868,Earl Torgeson,1950,26,BSN,NL,156,707,576,120,167,30,3,23,87,119,9,69,1,8,,10,15,9,0.29,0.412,0.472,0.885,*3/H,0
1869,Hal Trosky,1940,27,CLE,AL,140,608,522,85,154,39,4,25,93,79,18,45,4,3,,5,1,2,0.295,0.392,0.529,0.92,*3/H,0
1870,Hal Trosky,1938,25,CLE,AL,150,626,554,106,185,40,9,19,110,67,9,40,1,4,,,5,1,0.334,0.407,0.542,0.948,*3/H,0
1871,Harvey Hendrick,1929,31,BRO,NL,110,424,384,69,136,25,6,14,82,31,1,20,1,8,,,14,12,0.354,0.404,0.56,0.964,37H9/568,0
1872,Al Wickland,1918,30,BSN,NL,95,400,332,55,87,7,13,4,32,53,,39,2,12,,,12,,0.262,0.367,0.398,0.765,*9/7H,0
1873,Benny Kauff,1917,27,NYG,NL,153,644,559,89,172,22,4,5,69,59,,54,5,21,,,30,,0.308,0.379,0.388,0.767,*8/7,0
1874,Benny Kauff,1916,26,NYG,NL,154,632,552,71,146,22,15,9,74,68,,65,3,9,,,40,26,0.265,0.348,0.408,0.756,*8,0
1875,Jake Daubert,1914,30,BRO,NL,126,544,474,89,156,17,7,6,45,30,,34,5,33,,,25,,0.329,0.375,0.433,0.808,*3,0
1876,Sherry Magee,1913,28,PHI,NL,138,538,470,92,144,36,6,11,70,38,,36,9,21,,,23,8,0.306,0.369,0.479,0.848,*7H/983,0
1877,Moose McCormick,1909,28,NYG,NL,121,480,413,68,120,21,8,3,27,49,,42,5,9,,,4,,0.291,0.373,0.402,0.775,*79H,0
1878,Tim Jordan,1907,28,BRO,NL,147,576,485,43,133,15,8,4,53,74,,71,1,15,,,10,,0.274,0.371,0.363,0.734,*3/H,0
1879,Bunk Congalton,1906,31,CLE,AL,117,470,419,51,134,13,5,3,50,24,,23,3,24,,,12,,0.32,0.361,0.396,0.757,*97/H8,0
1880,Topsy Hartsel,1905,31,PHA,AL,150,679,538,88,148,22,8,0,28,121,,65,1,14,,,37,,0.275,0.409,0.346,0.755,*7/8H,0
1881,Harry Lumley,1904,23,BRO,NL,150,633,577,79,161,23,18,9,78,41,,106,4,11,,,30,,0.279,0.331,0.428,0.759,*9,0
1882,Roy Thomas,1904,30,PHI,NL,139,612,496,92,144,6,6,3,29,102,,61,5,7,,,28,,0.29,0.416,0.345,0.761,*8,0
1883,Socks Seybold,1902,31,PHA,AL,137,580,522,91,165,27,12,16,97,43,,32,6,8,,,6,,0.316,0.375,0.506,0.881,*98,0
1884,George Van Haltren,1896,30,NYG,NL,133,623,562,136,197,18,21,5,74,55,,36,2,4,,,39,,0.351,0.41,0.484,0.894,*8/1,0
1885,Bill Dahlen,1894,24,CHC,NL,122,596,507,150,182,32,14,15,108,76,,33,3,10,,,43,,0.359,0.445,0.566,1.012,65,0
1886,Oyster Burns,1890,25,BRO,NL,119,527,472,102,134,22,12,13,128,51,,42,4,,,,21,,0.284,0.359,0.464,0.823,*9/5,0
1887,Jack Glasscock,1889,31,IND,NL,134,618,582,128,205,40,3,7,85,31,,10,5,,,,57,,0.352,0.39,0.467,0.857,*6/41,0
1888,Emmett Seery,1889,28,IND,NL,127,603,526,123,165,26,12,8,59,67,,59,10,,,,19,,0.314,0.401,0.454,0.856,*7,0
1889,Abner Dalrymple,1885,27,CHC,NL,113,538,492,109,135,27,12,11,61,46,,42,,,,,,,0.274,0.336,0.445,0.782,*7/8,0
1890,Sam Wise,1885,27,BSN,NL,107,449,424,71,120,20,10,4,46,25,,61,,,,,,,0.283,0.323,0.406,0.729,*64/79,0
1891,John Morrill,1882,27,BSN,NL,83,367,349,73,101,19,11,2,54,18,,29,,,,,,,0.289,0.324,0.424,0.748,*3/64815,0
1892,George Gore,1881,27,CHC,NL,73,336,309,86,92,18,9,1,44,27,,23,,,,,,,0.298,0.354,0.424,0.778,*8/35,0
1893,Ezra Sutton,1876,26,ATH,NL,54,239,236,45,70,12,7,1,31,3,,2,,,,,,,0.297,0.305,0.42,0.725,34/59,0
1894,Harry Hooper,1920,32,BOS,AL,139,634,536,91,167,30,17,7,53,88,,27,2,5,,,16,18,0.312,0.411,0.47,0.881,*9/7,1
1895,Harry Heilmann,1919,24,DET,AL,140,594,537,74,172,30,15,8,92,37,,41,2,18,,,7,,0.32,0.366,0.477,0.843,*3,1
1896,Rogers Hornsby,1918,22,STL,NL,115,466,416,51,117,19,11,5,60,40,,43,3,7,,,8,,0.281,0.349,0.416,0.765,*6/H98,1
1897,Nap Lajoie,1908,33,CLE,AL,157,667,581,77,168,32,6,2,74,47,,20,9,30,,,15,,0.289,0.352,0.375,0.727,*4/63,1
1898,Roger Bresnahan,1908,29,NYG,NL,140,562,449,70,127,25,3,1,54,83,,33,6,24,,,14,,0.283,0.402,0.359,0.76,*2/H,1
1899,Joe Kelley,1898,26,BLN,NL,124,530,464,71,149,18,15,2,110,56,,24,3,7,,,24,,0.321,0.398,0.438,0.835,*87/5,1
1900,Nap Lajoie,1898,23,PHI,NL,147,641,608,113,197,43,11,6,127,21,,23,7,5,,,25,,0.324,0.354,0.461,0.814,*4/3,1
1901,Jesse Burkett,1898,29,CLV,NL,150,706,624,114,213,18,9,0,42,69,,30,9,4,,,19,,0.341,0.415,0.399,0.814,*7/98,1
1902,George Davis,1895,24,NYG,NL,110,490,430,108,146,36,9,5,101,55,,12,2,3,,,48,,0.34,0.417,0.5,0.917,*534/79,1
1903,Buck Ewing,1884,24,NYG,NL,94,410,382,90,106,15,20,3,41,28,,22,,,,,,,0.278,0.327,0.445,0.772,*2/967815,1
1904,Jim O'Rourke,1881,30,BUF,NL,83,375,348,71,105,21,7,0,30,27,,18,,,,,,,0.302,0.352,0.402,0.754,*57/263,1
1905,Jorge Soler,2019,27,KCR,AL,162,679,589,95,156,33,1,48,117,73,3,178,10,0,4,16,3,1,0.265,0.354,0.569,0.922,D9/H,0
1906,Khris Davis,2018,30,OAK,AL,151,654,576,98,142,28,1,48,123,59,5,175,12,0,7,16,0,0,0.247,0.326,0.549,0.874,*D7/H,0
1907,David Peralta,2015,27,ARI,NL,149,517,462,61,144,26,10,17,78,44,2,107,4,0,7,7,9,4,0.312,0.371,0.522,0.893,*7H/98,0
1908,Lucas Duda,2014,28,NYM,NL,153,596,514,74,130,27,0,30,92,69,8,135,9,0,4,9,3,2,0.253,0.349,0.481,0.83,*3H/D7,0
1909,Jason Kubel,2009,27,MIN,AL,146,578,514,73,154,35,2,28,103,56,9,106,3,0,5,13,1,1,0.3,0.369,0.539,0.907,D97H,0
1910,Aubrey Huff,2008,31,BAL,AL,154,661,598,96,182,48,2,32,108,53,7,89,3,0,7,9,4,0,0.304,0.36,0.552,0.912,D53/H,0
1911,Nick Johnson,2005,26,WSN,NL,131,547,453,66,131,35,3,15,74,80,8,87,12,0,2,15,3,8,0.289,0.408,0.479,0.887,*3/H,0
1912,Al Cowens,1977,25,KCR,AL,162,661,606,98,189,32,14,23,112,41,4,64,8,1,5,14,16,12,0.312,0.361,0.525,0.885,*98/HD,0
1913,John Milner,1976,26,NYM,NL,127,511,443,56,120,25,4,15,78,65,1,53,0,0,3,12,0,7,0.271,0.362,0.447,0.809,*73H,0
1914,Bob Bailey,1973,30,MON,NL,151,607,513,77,140,25,4,26,86,88,10,99,1,3,2,23,5,8,0.273,0.379,0.489,0.868,*5/H7,0
1915,Don Demeter,1962,27,PHI,NL,153,617,550,85,169,24,3,29,107,41,6,93,10,5,11,11,2,7,0.307,0.36,0.52,0.88,*587/H93,0
1916,Eddie Lake,1945,29,BOS,AL,133,586,473,81,132,27,1,11,51,106,1,37,1,6,,9,9,7,0.279,0.412,0.41,0.822,*6/H4,0
1917,Jim Russell,1944,25,PIT,NL,152,664,580,109,181,34,14,8,66,79,3,63,5,0,,8,6,10,0.312,0.399,0.46,0.859,*7/8H9,0
1918,Dom Dallessandro,1944,30,CHC,NL,117,444,381,53,116,19,4,8,74,61,8,29,0,2,,8,1,2,0.305,0.401,0.438,0.839,*78H,0
1919,Eric Tipton,1943,28,CIN,NL,140,586,493,82,142,26,7,9,49,85,8,36,2,5,,9,1,4,0.288,0.395,0.424,0.819,*7/H,0
1920,Babe Herman,1931,28,BRO,NL,151,661,610,93,191,43,16,18,97,50,2,65,0,1,,,17,11,0.313,0.365,0.525,0.89,*9/H,0
1921,Earl Webb,1927,29,CHC,NL,102,395,332,58,100,18,4,14,52,48,,31,1,14,,,3,,0.301,0.391,0.506,0.897,*9H/7,0
1922,Les Bell,1926,24,STL,NL,155,666,581,85,189,33,14,17,100,54,,62,0,31,,,9,,0.325,0.383,0.518,0.901,*5,0
1923,Braggo Roth,1915,22,TOT,AL,109,450,384,67,103,10,17,7,55,51,,72,5,10,,,26,10,0.268,0.361,0.438,0.799,857/H9,0
1924,Beals Becker,1914,27,PHI,NL,138,563,514,76,167,25,5,9,66,37,,59,0,10,,,16,,0.325,0.37,0.446,0.816,789H,0
1925,Wally Schang,1914,24,PHA,AL,107,355,307,44,88,11,8,3,45,32,,33,9,7,,,7,7,0.287,0.371,0.404,0.775,*2/H,0
1926,Stuffy McInnis,1912,21,PHA,AL,153,649,568,83,186,25,13,3,101,49,,30,3,29,,,27,16,0.328,0.384,0.433,0.817,*3,0
1927,Sherry Magee,1911,26,PHI,NL,121,514,445,79,128,32,5,15,94,49,,33,6,14,,,22,,0.288,0.366,0.483,0.849,*7/H,0
1928,Frank Schulte,1910,27,CHC,NL,151,629,559,93,168,29,15,10,68,39,,57,3,27,,,22,,0.301,0.349,0.46,0.809,*9/H8,0
1929,Birdie Cree,1910,27,NYY,AL,134,530,467,58,134,19,16,4,73,40,,48,8,12,,,28,,0.287,0.353,0.422,0.775,87/9H,0
1930,Charlie Hemphill,1908,32,NYY,AL,142,583,505,62,150,12,9,0,44,59,,43,3,14,,,42,,0.297,0.374,0.356,0.73,*89/7,0
1931,Sammy Strang,1907,30,NYG,NL,123,387,306,56,77,20,4,4,30,60,,45,8,4,,,21,,0.252,0.388,0.382,0.77,9H84/5367,0
1932,Harry Davis,1905,31,PHA,AL,150,657,607,93,173,47,6,8,83,43,,46,2,5,,,36,,0.285,0.334,0.422,0.756,*3,0
1933,Charlie Hickman,1900,24,NYG,NL,127,511,473,65,148,19,17,9,91,17,,30,17,4,,,10,,0.313,0.359,0.482,0.841,*5/9,0
1934,Mike Griffin,1894,29,BRO,NL,108,494,406,123,145,29,4,5,76,78,,14,5,5,,,39,,0.357,0.466,0.485,0.952,*8,0
1935,Mike Smith,1894,26,PIT,NL,126,573,490,128,175,33,19,6,74,68,,12,5,10,,,34,,0.357,0.441,0.539,0.979,*7/81,0
1936,George Van Haltren,1889,23,CHC,NL,134,630,543,126,175,20,10,9,81,82,,41,5,,,,28,,0.322,0.416,0.446,0.862,*78/64,0
1937,Alex McKinnon,1886,29,SLM,NL,122,512,491,75,148,24,7,8,72,21,,23,,,,,10,,0.301,0.33,0.428,0.758,*3/8,0
1938,Harry Stovey,1882,25,WOR,NL,84,382,360,90,104,13,10,5,26,22,,34,,,,,,,0.289,0.33,0.422,0.752,37,0
1939,Harry Heilmann,1918,23,DET,AL,79,331,286,34,79,10,6,5,43,35,,10,2,8,,,13,,0.276,0.359,0.406,0.765,93/4H,1
1940,Bobby Wallace,1901,27,STL,NL,134,584,550,69,178,34,15,2,91,20,,35,3,10,,,15,,0.324,0.351,0.451,0.802,*6,1
1941,Elmer Flick,1899,23,PHI,NL,127,546,485,98,166,22,11,2,98,42,,31,11,8,,,31,,0.342,0.407,0.445,0.853,*9,1
1942,Willie Keeler,1898,26,BLN,NL,129,604,561,126,216,7,2,1,44,31,,4,3,9,,,28,,0.385,0.42,0.41,0.83,*9/5,1
1943,Yordan Álvarez,2021,24,HOU,AL,144,598,537,92,149,35,1,33,104,50,3,145,8,0,3,16,1,0,0.278,0.346,0.531,0.877,*D7/H,0
1944,B.J. Upton,2007,22,TBD,AL,129,548,474,86,142,25,1,24,82,65,4,154,4,1,4,14,22,8,0.3,0.386,0.508,0.894,84/DH,0
1945,Garrett Atkins,2006,26,COL,NL,157,695,602,117,198,48,1,29,120,79,6,76,7,0,7,24,4,0,0.329,0.409,0.557,0.965,*5/3,0
1946,Mike Young,1985,25,BAL,AL,139,504,450,72,123,22,1,28,81,48,5,104,4,1,1,9,1,5,0.273,0.348,0.513,0.861,7DH9,0
1947,Willie Upshaw,1983,26,TOR,AL,160,655,579,99,177,26,7,27,104,61,8,98,5,3,7,8,10,7,0.306,0.373,0.515,0.887,*3/HD,0
1948,Joe Ferguson,1973,26,LAD,NL,136,585,487,84,128,26,0,25,88,87,9,81,1,0,10,5,1,1,0.263,0.369,0.47,0.839,*29/7H,0
1949,Jim Northrup,1969,29,DET,AL,148,602,543,79,160,31,5,25,66,52,1,83,3,1,3,8,4,2,0.295,0.358,0.508,0.866,897/H,0
1950,Adolfo Phillips,1967,25,CHC,NL,144,541,448,66,120,20,7,17,70,80,29,93,6,5,2,9,24,10,0.268,0.384,0.458,0.842,*8/H,0
1951,Harry Anderson,1958,26,PHI,NL,140,585,515,80,155,34,6,23,97,59,10,95,3,3,5,12,0,2,0.301,0.373,0.524,0.897,73H,0
1952,Sam Leslie,1934,28,BRO,NL,146,621,546,75,181,29,6,9,102,69,6,34,3,3,,10,5,4,0.332,0.409,0.456,0.865,*3/H,0
1953,Babe Herman,1928,25,BRO,NL,134,543,486,64,165,37,6,12,91,38,5,36,2,16,,,1,6,0.34,0.39,0.514,0.904,*9/H,0
1954,Ken Williams,1927,37,SLB,AL,131,496,423,70,136,23,6,17,74,57,,30,1,15,,,9,7,0.322,0.403,0.525,0.928,*7H/8,0
1955,Babe Herman,1926,23,BRO,NL,137,554,496,64,158,35,11,11,81,44,,53,1,13,,,8,,0.319,0.375,0.5,0.875,*39H/7,0
1956,Cuckoo Christensen,1926,26,CIN,NL,114,385,329,41,115,15,7,0,41,40,,18,4,12,,,8,,0.35,0.426,0.438,0.864,7H89,0
1957,Cy Williams,1925,37,PHI,NL,107,375,314,78,104,11,5,13,60,53,,34,5,3,,,4,9,0.331,0.436,0.522,0.958,*9H,0
1958,Cy Williams,1923,35,PHI,NL,136,604,535,98,157,22,3,41,114,59,,57,7,3,,,11,10,0.294,0.371,0.576,0.947,*8/H,0
1959,Frank Brower,1923,30,CLE,AL,126,479,397,77,113,25,8,16,66,62,,32,8,9,,,6,5,0.285,0.392,0.509,0.901,*3H/97,0
1960,Bing Miller,1922,27,PHA,AL,143,585,535,90,179,29,12,21,90,24,,42,7,16,,,10,10,0.335,0.371,0.551,0.922,897/H,0
1961,Baby Doll Jacobson,1920,29,SLB,AL,154,673,609,97,216,34,14,9,122,46,,37,2,16,,,11,7,0.355,0.402,0.501,0.903,*89/3,0
1962,Elmer Smith,1920,27,CLE,AL,129,527,456,82,144,37,10,12,103,53,,35,3,13,,,5,4,0.316,0.391,0.52,0.91,*9H,0
1963,Tillie Walker,1918,30,PHA,AL,114,466,414,56,122,20,0,11,48,41,,44,1,10,,,8,,0.295,0.36,0.423,0.782,*8/H,0
1964,Dave Robertson,1916,26,NYG,NL,150,620,587,88,180,18,8,12,69,14,,56,3,16,,,21,17,0.307,0.326,0.426,0.752,*9/H,0
1965,Bobby Veach,1916,28,DET,AL,150,646,566,92,173,33,15,3,89,52,,41,3,24,,,24,15,0.306,0.367,0.433,0.8,*7/H,0
1966,Tom Long,1915,25,STL,NL,140,556,507,61,149,21,25,2,61,31,,50,4,14,,,19,15,0.294,0.34,0.446,0.785,98/H7,0
1967,Tommy Griffith,1915,25,CIN,NL,160,649,583,59,179,31,16,4,85,41,,34,2,23,,,6,24,0.307,0.355,0.436,0.79,*9/7,0
1968,Stuffy McInnis,1913,22,PHA,AL,148,619,543,79,176,30,4,4,90,45,,31,6,25,,,16,,0.324,0.382,0.416,0.798,*3,0
1969,Gavvy Cravath,1908,27,BOS,AL,94,340,277,43,71,10,11,1,34,38,,52,4,8,,,6,,0.256,0.354,0.383,0.737,*7H9/3,0
1970,Tommy Leach,1907,29,PIT,NL,149,623,547,102,166,19,12,4,43,40,,36,1,29,,,43,,0.304,0.352,0.404,0.756,*85/674,0
1971,Johnny Kling,1906,30,CHC,NL,107,377,343,45,107,15,8,2,46,23,,30,1,8,,,14,,0.312,0.357,0.42,0.777,*2/H98,0
1972,Sherry Magee,1906,21,PHI,NL,154,630,563,77,159,36,8,6,67,52,,59,5,10,,,55,,0.282,0.348,0.407,0.755,*7,0
1973,Roy Thomas,1905,31,PHI,NL,147,675,562,118,178,11,6,0,31,93,,52,4,16,,,23,,0.317,0.417,0.358,0.775,*8,0
1974,Charlie Hickman,1904,28,TOT,AL,128,521,481,52,132,28,16,6,67,24,,44,2,13,,,12,,0.274,0.312,0.437,0.748,34/H7,0
1975,Charlie Hickman,1903,27,CLE,AL,131,554,522,64,154,31,11,12,97,17,,61,6,7,,,14,,0.295,0.325,0.466,0.79,*3/4,0
1976,Bill Keister,1903,31,PHI,NL,100,429,400,53,128,27,7,3,63,14,,32,6,9,,,11,,0.32,0.352,0.445,0.797,*9,0
1977,Billy Lush,1903,29,DET,AL,119,528,423,71,116,18,14,1,33,70,,53,1,34,,,14,,0.274,0.379,0.39,0.769,*795/64,0
1978,George Van Haltren,1901,35,NYG,NL,135,605,543,82,182,23,6,1,47,51,,40,4,7,,,24,,0.335,0.396,0.405,0.802,*8/1,0
1979,Ginger Beaumont,1899,22,PIT,NL,111,489,437,90,154,15,8,3,38,41,,27,7,4,,,31,,0.352,0.417,0.444,0.86,*8/739,0
1980,George Van Haltren,1895,29,NYG,NL,131,587,521,113,177,23,19,8,103,57,,29,3,6,,,32,,0.34,0.408,0.503,0.911,*8/1,0
1981,Paul Hines,1887,32,WHS,NL,123,534,478,83,147,32,5,10,72,48,,24,8,,,,46,,0.308,0.38,0.458,0.838,*8/346,0
1982,Jerry Denny,1887,28,IND,NL,122,526,510,86,165,34,12,11,97,13,,22,3,,,,29,,0.324,0.344,0.502,0.846,*5/694,0
1983,John Clapp,1880,28,CIN,NL,80,344,323,33,91,16,4,1,20,21,,10,,,,,,,0.282,0.326,0.365,0.691,*2/87,0
1984,Dick Higham,1876,24,HAR,NL,67,314,312,59,102,21,2,0,35,2,,7,,,,,,,0.327,0.331,0.407,0.738,*92/64,0
1985,George Wright,1876,29,BSN,NL,70,343,335,72,100,18,6,1,34,8,,9,,,,,,,0.299,0.315,0.397,0.712,*6/41,0
1986,Eddie Collins,1925,38,CHW,AL,118,534,425,80,147,26,3,3,80,87,,8,4,17,,,19,6,0.346,0.461,0.442,0.904,*4/H,1
1987,Zack Wheat,1917,29,BRO,NL,109,387,362,38,113,15,11,1,41,20,,18,2,3,,,5,,0.312,0.352,0.423,0.774,*7H,1
1988,Nap Lajoie,1907,32,CLE,AL,137,558,509,53,153,30,6,2,63,30,,28,6,13,,,24,,0.301,0.347,0.395,0.742,*4/3,1
1989,Elmer Flick,1903,27,CLE,AL,140,597,523,81,155,23,16,2,51,51,,60,8,11,,,24,,0.296,0.368,0.413,0.781,*9/7,1
1990,George Davis,1894,23,NYG,NL,124,566,486,125,171,27,19,9,93,67,,10,4,9,,,42,,0.352,0.435,0.541,0.976,*5,1
1991,Cap Anson,1894,42,CHC,NL,84,394,343,85,133,29,4,5,100,41,,15,3,7,,,17,,0.388,0.457,0.539,0.997,*3/4,1
1992,Buck Ewing,1889,29,NYG,NL,99,444,407,91,133,23,13,4,87,37,,32,0,,,,34,,0.327,0.383,0.477,0.86,*2/17,1
1993,Jim O'Rourke,1883,32,BUF,NL,94,451,436,102,143,29,8,1,38,15,,13,,,,,,,0.328,0.35,0.438,0.788,72/5618,1
1994,King Kelly,1882,24,CHC,NL,84,387,377,81,115,37,4,1,55,10,,27,,,,,,,0.305,0.323,0.432,0.755,692/53,1
1995,King Kelly,1880,22,CHC,NL,84,356,344,72,100,17,9,1,60,12,,22,,,,,,,0.291,0.315,0.401,0.716,*925/641,1
1996,Tim Salmon,2000,31,ANA,AL,158,680,568,108,165,36,2,34,97,104,5,139,6,0,2,14,0,2,0.291,0.404,0.541,0.945,*9D/H,0
1997,Bobby Higginson,2000,29,DET,AL,154,679,597,104,179,44,4,30,102,74,6,99,2,2,3,5,15,3,0.3,0.377,0.538,0.915,*7D,0
1998,J.T. Snow,1997,29,SFG,NL,157,637,531,81,149,36,1,28,104,96,13,124,1,2,7,8,6,4,0.281,0.387,0.51,0.898,*3/H,0
1999,Hal Morris,1991,26,CIN,NL,136,537,478,72,152,33,1,14,59,46,7,61,1,5,7,4,10,4,0.318,0.374,0.479,0.853,*3H/7,0
2000,Sixto Lezcano,1978,24,MIL,AL,132,519,442,62,129,21,4,15,61,64,6,83,1,5,7,5,3,3,0.292,0.377,0.459,0.837,*9/DH,0
2001,Bob Robertson,1971,24,PIT,NL,131,536,469,65,127,18,2,26,72,60,8,101,4,0,3,7,1,2,0.271,0.356,0.484,0.84,*3/H,0
2002,Deron Johnson,1971,32,PHI,NL,158,660,582,74,154,29,0,34,95,72,8,146,2,2,2,18,0,1,0.265,0.347,0.49,0.836,*35/H,0
2003,Joe Christopher,1964,28,NYM,NL,154,604,543,78,163,26,8,16,76,48,5,92,6,1,6,18,6,5,0.3,0.36,0.466,0.826,*9H8/7,0
2004,Ed Bouchee,1957,24,PHI,NL,154,675,574,78,168,35,8,17,76,84,6,91,14,0,3,15,1,0,0.293,0.394,0.47,0.865,*3,0
2005,Joe Kuhel,1945,39,WSH,AL,142,615,533,73,152,29,13,2,75,79,5,31,1,2,,7,10,5,0.285,0.379,0.4,0.778,*3/H,0
2006,Spud Davis,1933,28,PHI,NL,141,540,495,51,173,28,3,9,65,32,4,24,5,8,,21,2,2,0.35,0.395,0.473,0.867,*2H,0
2007,George Harper,1928,36,TOT,NL,118,408,329,52,96,9,2,19,65,61,0,19,3,15,,,3,6,0.292,0.407,0.505,0.912,*9H,0
2008,Bob Meusel,1927,30,NYY,AL,135,584,516,75,174,47,9,8,103,45,,58,2,21,,,24,10,0.337,0.393,0.51,0.902,79/H,0
2009,Bibb Falk,1926,27,CHW,AL,155,658,566,86,195,43,4,8,108,66,,22,2,23,,,9,10,0.345,0.415,0.477,0.892,*7,0
2010,George Grantham,1926,26,PIT,NL,141,523,449,66,143,27,13,8,70,60,,42,1,12,,,6,,0.319,0.4,0.49,0.89,*3H,0
2011,Wally Schang,1926,36,SLB,AL,103,332,285,36,94,19,5,8,51,32,,20,4,11,,,5,5,0.33,0.405,0.516,0.921,*2H/7,0
2012,Joe Judge,1920,26,WSH,AL,126,576,493,103,164,19,15,5,51,65,,34,5,13,,,12,12,0.333,0.416,0.463,0.878,*3/H,0
2013,Larry Doyle,1919,32,NYG,NL,113,420,381,61,110,14,10,7,52,31,,17,5,3,,,12,,0.289,0.35,0.433,0.783,*4H,0
2014,Jake Daubert,1913,29,BRO,NL,139,572,508,76,178,17,7,2,52,44,,40,3,17,,,25,21,0.35,0.405,0.423,0.829,*3/H,0
2015,Bill Sweeney,1912,26,BSN,NL,153,699,593,84,204,31,13,1,99,68,,34,5,33,,,27,,0.344,0.416,0.445,0.861,*4,0
2016,Sherry Magee,1905,20,PHI,NL,155,669,603,100,180,24,17,5,98,44,,58,8,14,,,48,,0.299,0.354,0.42,0.774,*7,0
2017,Frank Huelsman,1905,31,WSH,AL,121,470,421,48,114,28,8,3,62,31,,56,8,5,,,11,,0.271,0.333,0.397,0.729,*7/H9,0
2018,Harry Steinfeldt,1903,27,CIN,NL,118,498,439,71,137,32,12,6,83,47,,37,6,6,,,13,,0.312,0.386,0.481,0.867,*56,0
2019,Fred Tenney,1903,31,BSN,NL,122,544,447,79,140,22,3,3,41,70,,30,8,16,,,21,,0.313,0.415,0.396,0.811,*3,0
2020,John Anderson,1901,27,MLA,AL,138,607,576,90,190,46,7,8,99,24,,21,3,4,,,35,,0.33,0.36,0.476,0.836,*37/9,0
2021,Jimmy Sheckard,1900,21,BRO,NL,85,331,273,74,82,19,10,1,39,42,,28,12,4,,,30,,0.3,0.416,0.454,0.87,*7/89,0
2022,Cupid Childs,1896,28,CLV,NL,132,615,498,106,177,24,9,1,106,100,,18,4,13,,,25,,0.355,0.467,0.446,0.913,*4,0
2023,Fielder Jones,1896,24,BRO,NL,104,451,395,82,140,10,8,3,46,48,,15,2,6,,,18,,0.354,0.427,0.443,0.87,*9,0
2024,Jack Manning,1884,30,PHI,NL,104,464,424,71,115,29,4,5,52,40,,67,,,,,,,0.271,0.334,0.394,0.728,*9,0
2025,Tom Burns,1880,23,CHC,NL,85,345,333,47,103,17,3,0,43,12,,23,,,,,,,0.309,0.333,0.378,0.712,*6/521,0
2026,Joe Battin,1876,22,STL,NL,64,289,283,34,85,11,4,0,46,6,,6,,,,,,,0.3,0.315,0.368,0.682,*5/4,0
2027,Ty Cobb,1927,40,PHA,AL,133,574,490,104,175,32,7,5,93,67,,12,5,12,,,22,16,0.357,0.44,0.482,0.921,98/H,1
2028,Jim Bottomley,1927,27,STL,NL,152,679,574,95,174,31,15,19,124,74,,49,5,26,,,8,,0.303,0.387,0.509,0.896,*3,1
2029,Edd Roush,1924,31,CIN,NL,121,519,483,67,168,23,21,3,72,22,,11,0,14,,,17,13,0.348,0.376,0.501,0.877,*8/H,1
2030,Eddie Collins,1924,37,CHW,AL,152,678,556,108,194,27,7,6,86,89,,16,3,28,,,42,17,0.349,0.441,0.455,0.896,*4/H,1
2031,Trey Mancini,2019,27,BAL,AL,154,679,602,106,175,38,2,35,97,63,3,143,9,0,5,22,1,0,0.291,0.364,0.535,0.899,93D/7H,0
2032,Seth Smith,2014,31,SDP,NL,136,521,443,55,118,31,5,12,48,69,3,87,4,0,4,9,1,1,0.266,0.367,0.44,0.808,*79H/D,0
2033,Eric Chavez,2004,26,OAK,AL,125,577,475,87,131,20,0,29,77,95,10,99,3,0,4,21,6,3,0.276,0.397,0.501,0.898,*5/7,0
2034,Tim Salmon,1997,28,ANA,AL,157,695,582,95,172,28,1,33,129,95,5,142,7,0,11,7,9,12,0.296,0.394,0.517,0.911,*9/D,0
2035,Mike Davis,1985,26,OAK,AL,154,604,547,92,157,34,1,24,82,50,8,99,2,3,2,10,24,10,0.287,0.348,0.485,0.832,*98/H,0
2036,Mitchell Page,1978,26,OAK,AL,147,579,516,62,147,25,7,17,70,53,6,95,4,4,2,7,23,19,0.285,0.355,0.459,0.814,*7D/9H,0
2037,Gene Richards,1978,24,SDP,NL,154,629,555,90,171,26,12,4,45,64,7,80,4,2,4,9,37,17,0.308,0.381,0.42,0.801,*738H,0
2038,Ken Henderson,1974,28,CHW,AL,162,680,602,76,176,35,5,20,95,66,9,112,2,2,8,16,12,7,0.292,0.36,0.467,0.827,*8,0
2039,Tony Gonzalez,1963,26,PHI,NL,155,626,555,78,170,36,12,4,66,53,5,68,8,4,5,11,13,8,0.306,0.372,0.436,0.808,*879/H,0
2040,Pete Ward,1963,25,CHW,AL,157,667,600,80,177,34,6,22,84,52,1,77,5,4,6,6,7,6,0.295,0.353,0.482,0.835,*5/H64,0
2041,Cal Abrams,1954,30,BAL,AL,115,506,423,67,124,22,7,6,25,72,4,67,4,6,1,5,1,4,0.293,0.4,0.421,0.821,*98/H,0
